Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Label
-79.47,43.78,TORONTO NORTH YORK,615S001,05-02-2024,2024,2,5,3.50,-3.00,0.25,17.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,06-02-2024,2024,2,6,6.00,-5.50,0.25,17.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,07-02-2024,2024,2,7,6.50,-4.00,1.25,16.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-02-2024,2024,2,8,7.50,-1.00,3.25,14.70,0.00,1.10,0.00,1.10,1
-79.47,43.78,TORONTO NORTH YORK,615S001,09-02-2024,2024,2,9,15.50,1.00,8.25,9.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,10-02-2024,2024,2,10,8.00,4.50,6.25,11.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,11-02-2024,2024,2,11,2.50,1.00,1.75,16.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,12-02-2024,2024,2,12,5.00,0.50,2.75,15.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,13-02-2024,2024,2,13,5.50,-5.50,0.00,18.00,0.00,0.00,1.00,1.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,14-02-2024,2024,2,14,0.00,-9.00,-4.50,22.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,15-02-2024,2024,2,15,0.50,-8.50,-4.00,22.00,0.00,0.00,9.00,9.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,16-02-2024,2024,2,16,-1.00,-3.50,-2.25,20.30,0.00,0.00,0.80,0.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,17-02-2024,2024,2,17,-4.50,-8.50,-6.50,24.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,18-02-2024,2024,2,18,4.89,-2.71,1.09,16.90,0.00,1.63,0.55,2.17,1
-79.47,43.78,TORONTO NORTH YORK,615S001,19-02-2024,2024,2,19,-2.00,-13.00,-7.50,25.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,20-02-2024,2024,2,20,5.50,-10.00,-2.25,20.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,21-02-2024,2024,2,21,9.50,-3.00,3.25,14.70,0.00,0.20,0.00,0.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,22-02-2024,2024,2,22,11.00,2.00,6.50,11.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,23-02-2024,2024,2,23,10.50,-2.00,4.25,13.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-02-2024,2024,2,24,-2.00,-13.00,-7.50,25.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,25-02-2024,2024,2,25,5.50,-10.00,-2.25,20.30,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,26-02-2024,2024,2,26,10.50,-1.50,4.50,13.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,27-02-2024,2024,2,27,12.50,-1.00,5.75,12.20,0.00,25.80,0.00,25.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,28-02-2024,2024,2,28,16.50,-2.50,7.00,11.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-02-2024,2024,2,29,0.00,-8.00,-4.00,22.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,01-03-2024,2024,3,1,9.50,-5.50,2.00,16.00,0.00,0.40,0.00,0.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,02-03-2024,2024,3,2,6.00,2.50,4.25,13.70,0.00,0.40,0.00,0.40,1
-79.47,43.78,TORONTO NORTH YORK,615S001,03-03-2024,2024,3,3,8.00,5.00,6.50,11.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,04-03-2024,2024,3,4,16.50,4.00,10.25,7.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,05-03-2024,2024,3,5,16.50,4.00,10.25,7.70,0.00,1.80,0.00,1.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,06-03-2024,2024,3,6,8.00,5.50,6.75,11.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,07-03-2024,2024,3,7,13.50,1.00,7.25,10.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,08-03-2024,2024,3,8,9.50,-0.50,4.50,13.50,0.00,11.20,0.00,11.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,09-03-2024,2024,3,9,4.89,-2.71,1.09,16.90,0.00,1.63,0.55,2.17,1
-79.47,43.78,TORONTO NORTH YORK,615S001,10-03-2024,2024,3,10,1.00,-2.00,-0.50,18.50,0.00,0.00,0.50,0.50,1
-79.47,43.78,TORONTO NORTH YORK,615S001,11-03-2024,2024,3,11,8.50,-2.00,3.25,14.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,12-03-2024,2024,3,12,16.00,-2.50,6.75,11.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,13-03-2024,2024,3,13,20.50,1.00,10.75,7.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,14-03-2024,2024,3,14,11.50,1.00,6.25,11.70,0.00,20.00,0.00,20.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,15-03-2024,2024,3,15,11.50,4.50,8.00,10.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,16-03-2024,2024,3,16,10.00,-0.50,4.75,13.20,0.00,1.80,0.00,1.80,1
-79.47,43.78,TORONTO NORTH YORK,615S001,17-03-2024,2024,3,17,6.50,1.50,4.00,14.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,18-03-2024,2024,3,18,3.00,-2.00,0.50,17.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,19-03-2024,2024,3,19,4.89,-2.71,1.09,16.90,0.00,1.63,0.55,2.17,1
-79.47,43.78,TORONTO NORTH YORK,615S001,20-03-2024,2024,3,20,4.89,-2.71,1.09,16.90,0.00,1.63,0.55,2.17,1
-79.47,43.78,TORONTO NORTH YORK,615S001,21-03-2024,2024,3,21,-0.50,-7.00,-3.75,21.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,22-03-2024,2024,3,22,-3.00,-8.50,-5.75,23.80,0.00,0.00,18.00,18.00,1
-79.47,43.78,TORONTO NORTH YORK,615S001,23-03-2024,2024,3,23,3.00,-8.00,-2.50,20.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,24-03-2024,2024,3,24,2.50,-10.00,-3.75,21.80,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,25-03-2024,2024,3,25,8.50,-2.00,3.25,14.70,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,26-03-2024,2024,3,26,9.50,4.00,6.75,11.20,0.00,6.20,0.00,6.20,1
-79.47,43.78,TORONTO NORTH YORK,615S001,27-03-2024,2024,3,27,11.00,6.00,8.50,9.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,28-03-2024,2024,3,28,10.50,0.50,5.50,12.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,29-03-2024,2024,3,29,7.00,-1.50,2.75,15.20,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,30-03-2024,2024,3,30,9.50,-2.50,3.50,14.50,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,31-03-2024,2024,3,31,11.00,1.00,6.00,12.00,0.00,0.00,0.00,0.00,0
-79.47,43.78,TORONTO NORTH YORK,615S001,01-04-2024,2024,4,1,12.00,2.00,7.00,11.00,0.00,0.00,0.00,0.00,0
